Number,Name,Region,Area,Island,County,Classification,Metres,Feet,Feature,Observations,Survey,Climbed,Country,Latitude,Longitude
7945,Heron Crag,34B: Lake District C&W,Lake District - Southern Fells,,Cumbria,Sy,358,1175,outcrop,grass covered outcrop 12m SW is 30cm lower,Abney level,,E,54.419276,-3.204177
8330,Craigend Hill,06B: Pitlochry to Braemar & Blairgowrie,,,Perth and Kinross,3,358,1175,no feature: ground near track,,,,S,56.619837,-3.499531
11612,Tom Liath,21A: Tomintoul to Banff,,,Highland,3,358,1175,moss-covered outcrop,,,,S,57.31461,-3.544462
12283,Uabhal Mor,24B: Harris and Nearby Islands,South Harris - East,Lewis and Harris,Na h-Eileanan Siar [Western Isles],3,358,1175,small cairn,,Abney level,,S,57.86847,-6.845957
12851,Craigmore Hill,26A: Central Scotland from Dumbarton to Montrose,,,East Dunbartonshire,3,358,1175,no feature: ground in small clearing,ground 210m ENE (outside of trees) at NS 50661 76335 may be as high,,,S,55.956054,-4.396752
13245,Benneeve,27C: The Glenkens to Annandale,,,Dumfries and Galloway,3,358,1175,no feature,,,,S,55.127958,-4.014384
13249,Bennan,27C: The Glenkens to Annandale,Carsphairn Hills,,Dumfries and Galloway,3,358,1175,not recorded,,,,S,55.234422,-3.894824
13993,Ewe Hill,28A: Firth of Forth to the River Tweed,,,South Lanarkshire,3,358,1175,ground by cairn,,obvious summit,,S,55.648231,-3.504214
13994,Dumfedling Hill,28B: The River Tweed to the English Border,,,Dumfries and Galloway,3,358,1175,trig point,,,,S,55.31287,-3.187132
14513,Moel Emwnt,30C: Llandudno to Wrexham,,,Conwy,3,358,1175,knoll,,,,W,53.199994,-3.602381
15120,Mynydd Rhos-wen,31C: South-West Wales,,,Carmarthenshire [Sir Gaerfyrddin],3,358,1175,,,,,W,51.979069,-4.217488
16606,Wetton Hill SW Top,"36: Lancashire, Cheshire and S Pennines",,,Staffordshire,3,358,1175,tumulus,,Abney level,,E,53.103418,-1.844718
16607,Longcliffe Hill,"36: Lancashire, Cheshire and S Pennines",,,Derbyshire,3,358,1175,no feature: grass,ground 35m N at SK 23608 55330 may be as high,,,E,53.094318,-1.648886
17936,Black Hill,41: South Central England,,,Somerset,3,358,1175,no feature: ground 4m ESE of trig point,,obvious summit,,E,51.135804,-3.218838
19316,Ben Dreavie West Top,16E: Scourie to Lairg,,,Highland,3,358,1175,rock,,,,S,58.312655,-5.017451
19343,Carn Sgrabach,17A: North Skye and Raasay,Raasay to Loch Alsh & Kishorn,Raasay,Highland,3,358,1175,,,,,S,57.380141,-6.037703
20409,Seanadh Bheara [Shannavara],47C: Maumturk Mountains,South Connemara,,Galway,Ma,358,1175,ground within 1m of cairn,,,,I,53.433599,-9.605891
16605,Middleton Moor,"36: Lancashire, Cheshire and S Pennines",,,Derbyshire,3,357.9,1174,ground by wall,"ground 230m S, by trig point at SK 26758 55597 is 0.6m lower",,,E,53.098959,-1.601265
5144,Mynydd Carnguwch,30A: Anglesey and the Lleyn Peninsula,,,Gwynedd,"Hu,3",357.6,1173,rock rib in huge ancient cairn,,Leica NA730/Leica GS15/Trimble GeoXH 6000,,W,52.958975,-4.42126
15117,Bryn Nant Cae-garw,31B: Welshpool to Hay-on-Wye,,,Powys,Un,357.4,1173,small outcrop,ground 75m WSW at SN 95803 80086 is c 5cm lower,Trimble GeoXH 6000,,W,52.409051,-3.532187
1147,Cnoc an Daimh Mor,16B: Durness to Loch Shin,,,Highland,"Ma,3",357,1171,cairn on sloping rock,,Abney level,,S,58.348336,-4.508052
1612,Triuirebheinn,"24C: North Uist, South Uist and Nearby Islands",Eriskay & South Uist,South Uist,Na h-Eileanan Siar [Western Isles],"Ma,3",357,1171,cairn,,obvious summit,,S,57.171122,-7.275533
1792,Wauk Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,"Ma,3",357,1171,trig point,trig point is slightly higher than cairn,obvious summit,,S,55.199139,-3.822076
2281,Mynydd Uchaf,32B: Carmarthen to Vale of Neath,,,Neath Port Talbot,"Ma,3",357,1171,no feature,,Abney level,,W,51.776674,-3.863052
2627,High Rigg [Naddle Fell],34C: Lake District E,Lake District - Central Fells,,Cumbria,"Ma,3,W,B,Sy,Fel",357,1171,rock about 4m W of cairn,,Abney level,,E,54.588432,-3.071568
2805,Sharp Haw,35B: Central Pennines,Yorkshire Dales - Southern Fells,,North Yorkshire,"Ma,3",357,1171,ground 3m NW of trig point,,Abney level,,E,53.993474,-2.063328
4579,Meall a' Choire Odhair,26B: Central Scotland from Dumbarton to Montrose,Glen Artney Hills,,Perth and Kinross,"Hu,3",357,1171,,,,,S,56.302433,-3.931214
4766,Creag na h-Iolaire,16E: Scourie to Lairg,,,Highland,"Hu,3",357,1171,single stone on outcrop,summit 100m SSW is c 2m lower,Abney level,,S,58.203602,-5.082624
4782,Suidh' a' Mhinn,17A: North Skye and Raasay,Skye & surrounding islands,Skye,Highland,"Hu,3",357,1171,no feature,ground 30m SE at NG 40866 68915 is as high,Abney level,,S,57.635645,-6.343771
4837,An Creachan,19A: Oban to Loch Fyne,,,Argyll and Bute,"Hu,3",357,1171,outcrop c 3m from trig point,,,,S,56.336869,-5.463094
4959,Ceann Reamhar na Sroine,24B: Harris and Nearby Islands,South Harris - East,Lewis and Harris,Na h-Eileanan Siar [Western Isles],"Hu,3",357,1171,outcrop,outcrop 200m S at NG 09321 93042 is 1m -2m lower,Abney level,,S,57.834062,-6.899178
4995,Auchineden Hill,26A: Central Scotland from Dumbarton to Montrose,,,Stirling,"Hu,3",357,1171,trig point,,,,S,55.993328,-4.415993
5501,Darrach Hill,26A: Central Scotland from Dumbarton to Montrose,,,Falkirk,"3,CoU",357,1171,no feature,ground 15m E at NS 75424 82753 may be as high,,,S,56.021522,-4.000528
7931,Birk Crag,34B: Lake District C&W,Lake District - Central Fells,,Cumbria,Sy,357,1171,cairn,ground 50m N (OS spot height) is c 1m lower,Abney level,,E,54.511833,-3.059105
8894,Creag an Duilisg,12A: Kyle of Lochalsh to Garve,,,Highland,"3,sHu",357,1171,cairn on outcrop,outcrop 70m E at NG 83154 33037 possibly higher,,,S,57.336188,-5.6057
8989,Meall Glac Airigh an t-Saoir North Top,13A: Loch Torridon to Loch Maree,,,Highland,3,357,1171,,,,,S,57.708544,-5.583776
9138,Creag-mheall Beag,14A: Loch Maree to Loch Broom,,,Highland,3,357,1171,,,,,S,57.814815,-5.414094
9286,Druim a' Chuilein,15B: Loch Vaich to Moray Firth,,,Highland,3,357,1171,,,,,S,57.616269,-4.53122
9452,Meall a' Mhuthaich,16F: Lochinver to Ullapool,,,Highland,3,357,1171,outcrop,,,,S,58.107006,-5.070235
9453,Am Meallan,16E: Scourie to Lairg,,,Highland,3,357,1171,cairn,,obvious summit,,S,58.053098,-4.897399
10586,Beinn Bhreac,18A: Moidart and Ardnamurchan,,,Highland,3,357,1171,,,,,S,56.7509,-5.946915
10804,Creagan Dluth,19A: Oban to Loch Fyne,,,Argyll and Bute,3,357,1171,,,,,S,56.131654,-5.392088
10805,Creag nan Cuilean,19B: Knapdale and Kintyre,,,Argyll and Bute,Un,357,1171,,,,,S,55.384722,-5.754225
12854,Craigannet Hill,26A: Central Scotland from Dumbarton to Montrose,,,Stirling,3,357,1171,no feature,,,,S,56.039071,-4.069311
13094,Black Hill,26A: Central Scotland from Dumbarton to Montrose,Ochil Hills,,Perth and Kinross,3,357,1171,ground by tree,,,,S,56.221683,-3.667923
13246,Craig Hill,27B: Carrick and Galloway,Galloway Hills,,Dumfries and Galloway,3,357,1171,,,,,S,54.944262,-4.305855
13247,Craigmawhannal,27B: Carrick and Galloway,Galloway Hills,,East Ayrshire,3,357,1171,outcrop,,,,S,55.194446,-4.413653
13995,Esdale Law,28B: The River Tweed to the English Border,,,Scottish Borders,3,357,1171,no feature: grass,,,,S,55.446285,-2.883104
13996,Edgarhope Hill,28A: Firth of Forth to the River Tweed,,,Scottish Borders,3,357,1171,small cairn on tree stump,,Abney level,,S,55.740792,-2.712099
13997,Henderland Hill,28A: Firth of Forth to the River Tweed,,,Scottish Borders,3,357,1171,no feature: ground on W side of wall,,,,S,55.692313,-3.350949
13998,Kittyflat,28A: Firth of Forth to the River Tweed,,,Scottish Borders,3,357,1171,no feature,,Abney level,,S,55.735522,-2.867948
15121,Hirllwyn Bank,31B: Welshpool to Hay-on-Wye,,,Powys,3,357,1171,ground by trig point,,,,W,52.194677,-3.310254
15122,Bryn Melyn,31C: South-West Wales,,,Carmarthenshire [Sir Gaerfyrddin],3,357,1171,cairn,,,,W,52.083888,-4.038038
15965,Highspoon Hill,33: Northumberland,The Cheviots,,Northumberland,3,357,1171,concrete mini pillar,ground 650m N at NT 89497 01850 may be as high,,,E,55.304857,-2.166844
16396,High Crag,35B: Central Pennines,Yorkshire Dales - Southern Fells,,North Yorkshire,3,357,1171,cairn 2m NE of trig point,ground 40m SW is lower,Abney level,,E,53.993428,-1.954314
16995,Pinnacle Hill,38B: Welsh Borders S,,,Herefordshire/Worcestershire,"3,sHu",357,1171,stone on tumulus,rock 45m S at SO 76786 42070 is c 30cm lower,Abney level,,E,52.076877,-2.340036
20410,Lakeen [Cronelea Hill] [Leaicin],55A: Wicklow Hills S,Dublin/Wicklow,,Wicklow,Ma,357,1171,,,,,I,52.781562,-6.554299
20411,Craigcannon [Lurganboy] [Creig Cheannann],"45B: Derryveagh, Glendowan",Donegal NW,,Donegal,Ma,357,1171,,,,,I,55.118448,-7.618348
20412,Gartan Mountain [Loughaskerry] [Whitehill] [Sliabh Gartain],"45B: Derryveagh, Glendowan",Donegal NW,,Donegal,Ma,357,1171,,,,,I,55.03369,-7.922554
1671,Benarty Hill,26A: Central Scotland from Dumbarton to Montrose,,,Fife,"Ma,3",356,1168,trig point,nearby grassy mound may be as high,,,S,56.166047,-3.364233
2134,Allt y Main,30E: Bala to Welshpool,,,Powys,"Ma,3",356,1168,trig point,,obvious summit,,W,52.727448,-3.242145
2882,Mardon Down,40: South West England,Dartmoor,,Devon,"Hu,3,sMa",356,1168,rock,cairn 360m N at SX 76764 87459 is lower,Abney level,,E,50.670359,-3.74524
7197,Mull of Miljoan,27B: Carrick and Galloway,Galloway Hills,,South Ayrshire,"3,sHu",356,1168,no feature: ground on N side of track,,,,S,55.232691,-4.7099
7665,Rhiwiau,32A: Llandovery to Monmouth,Brecon Beacons,,Carmarthenshire [Sir Gaerfyrddin],"3,sHu",356,1168,no feature,,,,W,51.922019,-3.814427
8076,An Dun,01A: Loch Tay to Perth,,,Perth and Kinross,3,356,1168,,,,,S,56.425417,-4.050956
8293,Creagan a' Choin,05B: Loch Ericht to Glen Tromie & Glen Garry,,,Highland,3,356,1168,no feature: heather,,,,S,57.032385,-4.139051
8571,Bracken Noits,09A: Inverness to Strathspey,,,Moray,3,356,1168,,,,,S,57.539885,-3.282868
9454,Meall a' Chaoruinn,16D: Altnaharra to Dornoch,,,Highland,3,356,1168,,,,,S,58.107735,-4.246856
11613,Knock More,21A: Tomintoul to Banff,,,Moray,3,356,1168,ground immediately E of large cairn,,,,S,57.534663,-3.138258
12284,Hartabhal,24D: Barra to Barra Head,Barra & Sound of Barra (South),Barra,Na h-Eileanan Siar [Western Isles],3,356,1168,,,,,S,56.972539,-7.462699
13250,Knockinculloch,27B: Carrick and Galloway,Galloway Hills,,South Ayrshire,3,356,1168,no feature,summit is in firebreak,,,S,55.272091,-4.618097
13251,Little Fell,27C: The Glenkens to Annandale,Lowther Hills,,Dumfries and Galloway,3,356,1168,no feature,flat summit area,,,S,55.286899,-3.705405
13252,Turgeny,27B: Carrick and Galloway,Galloway Hills,,South Ayrshire,3,356,1168,two loose stones,,,,S,55.31746,-4.474984
14000,Leven Seat,28A: Firth of Forth to the River Tweed,,,West Lothian,3,356,1168,trig point,,,,S,55.800104,-3.68227
14001,Watch Law,28A: Firth of Forth to the River Tweed,,,East Lothian,3,356,1168,no feature,ill-defined summit area,,,S,55.925076,-2.548097
14515,Pen Dolbelydr,30D: Barmouth to Betws-y-Coed and Bala,,,Gwynedd,3,356,1168,no feature,,,,W,52.915252,-3.891727
15123,Little Mountain,31B: Welshpool to Hay-on-Wye,,,Powys,3,356,1168,no feature: pasture,,,,W,52.139116,-3.143852
15124,Ban Bronffin,31C: South-West Wales,,,Carmarthenshire [Sir Gaerfyrddin],3,356,1168,knoll,,,,W,52.044409,-3.906103
15125,Mynydd Llanfihangel-rhos-y-corn,31C: South-West Wales,,,Carmarthenshire [Sir Gaerfyrddin],Un,356,1168,,,,,W,51.996792,-4.183401
15679,Wenallt,32A: Llandovery to Monmouth,,,Powys,3,356,1168,small grassy hump,,,,W,51.884877,-3.290852
16103,Little Asby Scar,35A: North Pennines,,,Cumbria,3,356,1168,large well-constructed cairn/currick,,Abney level,,E,54.475408,-2.477738
16608,Bole Hill,"36: Lancashire, Cheshire and S Pennines",,,Derbyshire,3,356,1168,no feature,trig point to S in adjacent field is probably lower,,,E,53.20608,-1.7277
16609,Soles Hill,"36: Lancashire, Cheshire and S Pennines",,,Staffordshire,3,356,1168,cairn on rim of old quarry 10m S of trig point,,,,E,53.069605,-1.855302
16996,Bakers Hill,38A: Shropshire,The Berwyns,,Shropshire,3,356,1168,no feature: ground near wood,,,,E,52.882312,-3.10488
19169,Craigarestie,26A: Central Scotland from Dumbarton to Montrose,,,West Dunbartonshire,3,356,1168,,,,,S,55.951879,-4.487154
20413,Knockanaskill [Cnoc na nEascal],50B: Iveragh Peninsula S,Dunkerron Mountains,,Kerry,Ma,356,1168,,,,,I,51.88582,-9.694194
20414,Tully Mountain,47A: South Mayo and Central Galway,Twelve Bens,,Galway,Ma,356,1168,trig point,,obvious summit,,I,53.583774,-10.004942
2502,Rannerdale Knotts,34B: Lake District C&W,Lake District - North Western Fells,,Cumbria,"3,W,B,Sy,Fel",355,1165,cairn,rock 2m S of cairn is actually the highest point,Abney level,,E,54.552643,-3.289032
5273,Mynydd y Grug,32C: Neath to Chepstow,,,Caerphilly,"Hu,3",355,1165,,,,,W,51.609068,-3.192779
6109,The Knock,07A: Braemar to Montrose,,,Aberdeenshire,"3,sHu",355,1165,ground 5m W of cairn,,,,S,57.047962,-3.076135
8331,Milton Knowe,06B: Pitlochry to Braemar & Blairgowrie,,,Perth and Kinross,3,355,1165,no feature: grass,,,,S,56.724361,-3.469287
8572,Pikey Hill,09A: Inverness to Strathspey,,,Moray,3,355,1165,,,,,S,57.544946,-3.31479
8689,Beinn Bhreac SE Top,10B: Knoydart to Glen Kingie,,,Highland,3,355,1165,no feature,,Abney level,,S,57.052075,-5.700683
9455,Cnoc Chliamain,16E: Scourie to Lairg,,,Highland,3,355,1165,outcrop,,,,S,58.314104,-5.029154
11614,Drumgoudrum Hill,21B: Fraserburgh to the Dee Valley,,,Aberdeenshire,3,355,1165,rough grass mound,,,,S,57.238302,-2.856692
12853,Easter Cairn,26A: Central Scotland from Dumbarton to Montrose,,,Fife,3,355,1165,no feature,,,,S,56.12336,-3.541175
13253,Dunamoddie,27B: Carrick and Galloway,Galloway Hills,,South Ayrshire,3,355,1165,ground on E side of trig point,,,,S,55.235152,-4.57941
13254,Bryan's Heights,27B: Carrick and Galloway,Carsphairn Hills,,East Ayrshire,3,355,1165,ground 2m NW of cairn,,obvious summit,,S,55.295205,-4.366617
14002,Whita Hill,28B: The River Tweed to the English Border,,,Dumfries and Galloway,3,355,1165,no feature: ground 9m S of railings of monument,knoll 5m E of trig point at NY 37942 84693 may be as high,,,S,55.152521,-2.975467
14003,Cock Rig,28A: Firth of Forth to the River Tweed,,,Scottish Borders,3,355,1165,no feature: pasture,,,,S,55.773056,-3.362876
15126,Rhuddallt,31C: South-West Wales,,,Carmarthenshire [Sir Gaerfyrddin],3,355,1165,no feature: heather,,,,W,52.114424,-3.768584
15127,Little Hill,31B: Welshpool to Hay-on-Wye,,,Powys,3,355,1165,,,,,W,52.233989,-3.357359
15128,Garn Fawr,31B: Welshpool to Hay-on-Wye,,,Powys,3,355,1165,rocky knoll,,,,W,52.2043,-3.306718
15129,Moelfre,31B: Welshpool to Hay-on-Wye,,,Powys,3,355,1165,no feature: pasture,,,,W,52.358841,-3.470959
15680,Craig-yr-hudol,32C: Neath to Chepstow,,,Bridgend,3,355,1165,no feature: ground in dense plantation,,,,W,51.589947,-3.589021
15681,Mynydd Eglwysilan,32C: Neath to Chepstow,,,Caerphilly,3,355,1165,trig point (toppled),,,,W,51.625452,-3.267974
15966,Inner Hill,33: Northumberland,The Cheviots,,Northumberland,3,355,1165,two stones in grass,,obvious summit,,E,55.357675,-2.192083
17516,Blackingstone Rock,40: South West England,Dartmoor,,Devon,3,355,1165,rock tor,,obvious summit,,E,50.65727,-3.718241
17937,Hadborough,41: South Central England,Exmoor,,Somerset,3,355,1165,trig point,pile of stones/geocache 15m N of trig point at SS 96153 28619 may be as high,,,E,51.047338,-3.482911
17938,Oldrey Hill,41: South Central England,Exmoor,,Somerset,3,355,1165,no feature,,Abney level,,E,51.121361,-3.566215
20652,Mount Foley,50A: Iveragh Peninsula N,Glenbeigh Horseshoe,,Kerry,"Hu,sMa",355,1165,,,,,I,52.024378,-10.078242
20865,Crusline,48B: Limerick to Killarney,W Limerick/N Kerry,,Kerry,Hu,355,1165,,,,,I,52.311115,-9.618003
4671,Cnoc na h-Iolaire,12A: Kyle of Lochalsh to Garve,,,Highland,"Hu,3",354.8,1164,no feature: heather,cairn 90m E at NH 38900 60859 is 1m lower,,,S,57.608991,-4.699699
18643,Poultrybuie Hill,27B: Carrick and Galloway,Galloway Hills,,Dumfries and Galloway,3,354.6,1163,no feature,knoll 60m NE at NX 49159 73969 is 0.1m lower,Abney level,,S,55.036962,-4.36271
20416,Milane Hill [Cnoc an Mhaolain],52B: South Cork,Shehy/Knockboy,,Cork,Ma,354.4,1163,not recorded,,Trimble GeoXH 6000,,I,51.695639,-9.203281
19532,Sand Edge Common,35A: North Pennines,,,Durham,3,354.2,1162,small bare patch in heather,,,,E,54.759472,-1.881413
1416,Beinn Ghuilean,19B: Knapdale and Kintyre,,,Argyll and Bute,"Ma,3",354,1161,no feature,trig point 600m NNW may be as high,Abney level,,S,55.394953,-5.587232
1941,Belling Hill,28B: The River Tweed to the English Border,,,Scottish Borders,"Ma,3",354,1161,cairn 10m E of wall corner,summit area currently free of large trees,Abney level,,S,55.399186,-2.566771
3799,Latter Barrow,34B: Lake District C&W,Lake District - Western Fells,,Cumbria,"B,Sy",354,1161,boulder,largest cairn is 80m SW at NY 07377 11419,Abney level,,E,54.49015,-3.430507
3891,High Pike Haw,34D: Lake District S,Lake District - Southern Fells,,Cumbria,"B,Sy",354,1161,no feature,rock 6m NE is 10cm lower,Abney level,,E,54.344436,-3.134407
4960,Bulabhall,24B: Harris and Nearby Islands,"West of Tarbert, Harris",Lewis and Harris,Na h-Eileanan Siar [Western Isles],"Hu,3",354,1161,pile of stones,,obvious summit,,S,57.836514,-6.963492
5095,Mains Hill,28A: Firth of Forth to the River Tweed,,,Scottish Borders,"Hu,3",354,1161,embedded rock 170m NNE of large cairn,ground 100m NNE is 70cm lower,Abney level,,S,55.632014,-2.86812
8294,Ordan Shios,05B: Loch Ericht to Glen Tromie & Glen Garry,,,Highland,3,354,1161,cairn,,,,S,57.04527,-4.118492
8399,Craig Lash South Top,07B: Braemar to Montrose,,,Aberdeenshire,3,354,1161,,,,,S,57.01801,-2.708158
8990,The Black Mares Rock,13B: Applecross to Achnasheen,,,Highland,3,354,1161,outcrop,,,,S,57.387395,-5.545038
9456,Meall Meadhonach,16A: Cape Wrath Peninsula,,,Highland,3,354,1161,rock slab,,,,S,58.476863,-4.970275
9457,Carn-achaidh,16B: Durness to Loch Shin,,,Highland,3,354,1161,,,,,S,58.364051,-4.611934
10806,Cruach nan Gabhar,19B: Knapdale and Kintyre,,,Argyll and Bute,3,354,1161,,,,,S,55.618492,-5.574777
10807,Garbh Cruach West Top,19A: Oban to Loch Fyne,,,Argyll and Bute,3,354,1161,,,,,S,56.18337,-5.341846
11376,Cnoc na Dail,20C: Arran and Holy Island,Firth of Clyde to Mull of Kintyre,Arran,North Ayrshire,3,354,1161,mossy knoll,,,,S,55.515036,-5.211658
11615,Learney Hill,21B: Fraserburgh to the Dee Valley,,,Aberdeenshire,3,354,1161,,,,,S,57.132584,-2.61618
12855,Ironside Hill,26A: Central Scotland from Dumbarton to Montrose,,,Angus,3,354,1161,no feature: ground by fence,flat summit area,,,S,56.558143,-2.978564
13248,Ben John,27B: Carrick and Galloway,,,Dumfries and Galloway,"3,sHu",354,1161,large cairn,,,,S,54.866939,-4.268716
13255,Kildoach Hill,27B: Carrick and Galloway,Galloway Hills,,South Ayrshire,3,354,1161,,,,,S,55.303886,-4.528357
14004,Gallow Law,28A: Firth of Forth to the River Tweed,,,Scottish Borders,3,354,1161,no feature,,,,S,55.646352,-3.458869
14005,Southdean Rig,28B: The River Tweed to the English Border,,,Scottish Borders,3,354,1161,slight mound,grassy mound 90m SSW at NT 43174 05448 is probably lower,,,S,55.34056,-2.897069
14514,Cefn Mawr,30C: Llandudno to Wrexham,,,Denbighshire [Sir Ddinbych],3,354,1161,no feature: pasture,,,,W,53.042808,-3.404072
15130,Maenhinon,31A: Aberystwyth to Welshpool,,,Powys,3,354,1161,no feature: ground in clearing,,,,W,52.455313,-3.623629
15131,Bryn Bedd,31C: South-West Wales,,,Carmarthenshire [Sir Gaerfyrddin],3,354,1161,,,,,W,52.109822,-3.942106
16399,Keisley Bank,35A: North Pennines,North Pennines - Western Fells,,Cumbria,3,354,1161,no feature: grass,,obvious summit,,E,54.61112,-2.445403
16610,High Field,"36: Lancashire, Cheshire and S Pennines",,,Derbyshire,3,354,1161,no feature: ground a few metres E of path,summit 320m SW at SK 15936 72303 is as high but probably on man-made ground,,,E,53.249258,-1.758779
2202,Caeliber Isaf,31B: Welshpool to Hay-on-Wye,,,Powys,"Ma,3",353.5,1160,no feature: pasture,ground 50m SW at SO 21116 93393 is about 0.5m lower; ground 550m SSW at SO 20934 92927 is 0.3m lower,Abney level/Leica RX1250,,W,52.532869,-3.163649
6110,Knock of Formal,07A: Braemar to Montrose,,,Angus,3,353.5,1160,no feature: grass,,,,S,56.677533,-3.215775
20415,Ballyarthur Hill [Cnoc Bhaile Artuir],53A: Galty Mountains,Ballyhoura Mountains,,Cork,Ma,353.3,1159,not recorded,,Trimble GeoXH 6000,,I,52.311674,-8.309333
4996,Lundie Craigs,26A: Central Scotland from Dumbarton to Montrose,,,Angus,"Hu,3",353,1158,trig point by edge of cliff,,,,S,56.526881,-3.170351
5015,Carmichael Hill,27A: Ayr to the River Clyde,Culter Hills and Tinto,,South Lanarkshire,"Hu,3",353,1158,no feature,flat summit area,,,S,55.635779,-3.705931
5066,Great Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,"Hu,3",353,1158,trig point,mast probably lower,,,S,55.213549,-3.667324
8690,Cruach Lochan a' Ghriasaiche,10D: Mallaig to Fort William,,,Highland,3,353,1158,large rock slab,,,,S,56.936827,-5.682175
8815,Carn na Doire Leithe,11B: Glen Affric to Glen Moriston,,,Highland,3,353,1158,,,,,S,57.310065,-4.775833
8895,Carn Loch Thollaidh,12A: Kyle of Lochalsh to Garve,,,Highland,3,353,1158,outcrop,,Abney level,,S,57.31536,-5.497121
9458,Cnoc Tuarie,16D: Altnaharra to Dornoch,,,Highland,3,353,1158,mossy stones,possible cairn remains,,,S,58.165175,-3.991054
9459,Creag Liath,16D: Altnaharra to Dornoch,,,Highland,3,353,1158,,,,,S,58.239772,-4.144464
10587,Monadh Meadhoin,18C: Morvern and Kingairloch,,,Highland,3,353,1158,,,,,S,56.620744,-5.735952
10588,Taobh Dubh,18C: Morvern and Kingairloch,,,Highland,3,353,1158,,,,,S,56.651343,-5.613303
10808,Cruach na Gearran South Top,19C: Loch Fyne to Bute and the Firth of Clyde,,,Argyll and Bute,3,353,1158,,,,,S,55.999884,-5.244154
11616,Gallows Hill,21A: Tomintoul to Banff,,,Aberdeenshire,3,353,1158,,,,,S,57.416832,-2.980547
14006,Firestane Edge,28B: The River Tweed to the English Border,,,Scottish Borders,3,353,1158,no feature: grass,,,,S,55.419411,-2.946393
14007,Huntly Hill East Top,28B: The River Tweed to the English Border,,,Scottish Borders,3,353,1158,,,,,S,55.505578,-2.897659
14008,Fala Hill,28A: Firth of Forth to the River Tweed,Moorfoot Hills,,Scottish Borders,3,353,1158,ground near fence corner,,,,S,55.794244,-2.986915
14009,Meg's Hill,28B: The River Tweed to the English Border,,,Scottish Borders,3,353,1158,no feature,,Abney level,,S,55.315144,-2.929947
14516,Foel Gron,30B: Snowdonia,,,Gwynedd,3,353,1158,ground by wall,knoll 60m WSW at SH 58364 62175 is lower,,,W,53.138322,-4.118426
14517,Pen Tan y Bryn,30C: Llandudno to Wrexham,,,Flintshire [Sir Fflint],3,353,1158,ground by wall,ground at alternative summit (SJ 25119 54332) could be as high,,,W,53.077863,-3.120823
15967,Dod Hill,33: Northumberland,The Cheviots,,Northumberland,3,353,1158,boulder on grassed-over tumulus,,,,E,55.481638,-2.020835
17517,Gibbet Hill,40: South West England,,,Devon,3,353,1158,trig point,,,,E,50.610735,-4.117022
17518,Pepperdon Down,40: South West England,Dartmoor,,Devon,3,353,1158,outcrop,,Abney level,,E,50.65425,-3.727821
20417,Cnoc Mordain,47C: Maumturk Mountains,South Connemara,,Galway,Ma,353,1158,outcrop 1m from trig point,,obvious summit,,I,53.378119,-9.707613
20418,Big Collin [Collann Mor],43C: Antrim Mountains,Antrim Hills,,Mid and East Antrim,Ma,353,1158,,,,,I,54.802117,-6.084938
20420,Knocknabrone Hill [Derryfanga] [Cnoc na Bron],50A: Iveragh Peninsula N,MacGillycuddy's Reeks,,Kerry,Ma,353,1158,,,,,I,52.019795,-9.811426
228,Na Maoilean,03B: Loch Linnhe to Loch Etive,,,Argyll and Bute,"Ma,3",352.6,1157,flat rock,mound 260m NNE at NM 97605 37460 is 0.6m lower; small rock by trig point 460m SW at NM 97160 36932 is 2.9m lower,Leica Disto D510/Leica RX1250,,S,56.483365,-5.289743
7666,Yr Allt,32A: Llandovery to Monmouth,,,Powys,"Hu,3",352.6,1157,no feature: ground c.8m NE of track,ground SW of track at SN 91440 29479 is 0.5m lower,,,W,51.953352,-3.580925
15682,Craig y Felin,32C: Neath to Chepstow,,,Caerphilly,3,352.3,1156,not recorded,small rock 140m SE at SO 12680 01333 is 0.7m lower,,,W,51.704832,-3.266415
20866,Knockadullaun,"54A: Knockmealdown, Comeragh and Monavullagh Mountains",Knockmealdown Mountains,,Waterford,Hu,352.2,1156,large rock,a small cairn is 10m W of summit,Trimble GeoXH 6000,,I,52.188891,-8.045172
2175,Upper Park,31A: Aberystwyth to Welshpool,,,Powys,"Ma,3",352,1155,no feature: ground in wood,ground in trees 180m ENE at SJ 19155 05327 is about 3m lower,Abney level,,W,52.639123,-3.198808
2504,Dent [Long Barrow],34B: Lake District C&W,Lake District - Western Fells,,Cumbria,"Ma,3",352,1155,ground 4m NE of cairn,other undulations within 50m radius of cairn look higher but are not,Abney level,,E,54.502333,-3.48165
4997,Dundaff Hill,26A: Central Scotland from Dumbarton to Montrose,,,Stirling,"Hu,3",352,1155,small cairn,Ground 50m SSW at NS 73513 84442 may be as high,,,S,56.036514,-4.031241
6660,Meall Loch Airigh Alasdair,13B: Applecross to Achnasheen,,,Highland,"3,sHu",352,1155,large cairn,,,,S,57.363075,-5.753273
8077,Cruach Dhubh,01E: Loch Long to Loch Lomond,,,Argyll and Bute,3,352,1155,,,,,S,56.089416,-4.65839
8078,Cluain Circle,01A: Loch Tay to Perth,,,Perth and Kinross,3,352,1155,vegetated rock,,,,S,56.402862,-3.972407
